time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain
2003-11-20 18:00:00,100.8259964,332.2399902,7.35,85.00912739,11.43024041,0
2003-11-20 19:00:00,77.41000366,332.230011,6.939996338,84.81430963,11.01135773,0
2003-11-20 20:00:00,47.45899963,332.230011,6.520013428,84.59907912,10.61730653,0
2003-11-20 21:00:00,5.360000134,327.5400085,6.110009766,84.24009707,10.25581291,0
2003-11-20 22:00:00,0,327.5400085,5.640008545,84.34801374,10.16740875,0
2003-11-20 23:00:00,0,327.5299988,5.159997559,84.42585221,10.08589608,0
2003-11-21 00:00:00,0,322.5799866,4.689996338,84.36180401,10.01281709,0
2003-11-21 01:00:00,0,322.5700073,4.129998779,83.39829248,9.51042073,0
2003-11-21 02:00:00,0,322.5599976,3.559991455,82.28560489,9.008867807,0
2003-11-21 03:00:00,0,296.6600037,3.000024414,80.89839343,8.516924546,0
